pergunta,provedor,marca,posicao,posicao_diff,sentimento,citada,familia,categoria
Cafeteira com moedor integrado compensa para uso diário?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Cafeteira com moedor integrado compensa para uso diário?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,All AI Platforms,Electrolux,1.0,,100%,1,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,All AI Platforms,Consul,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,All AI Platforms,Brastemp,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,All AI Platforms,Midea,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,All AI Platforms,Samsung,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,ChatGPT,Electrolux,1.0,new,100%,1,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,ChatGPT,Consul,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,ChatGPT,Brastemp,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,ChatGPT,Midea,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,ChatGPT,Samsung,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Gemini,Electrolux,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Gemini,Consul,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Gemini,Brastemp,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Gemini,Midea,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Gemini,Samsung,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Google AI Mode,Electrolux,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Google AI Mode,Consul,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Google AI Mode,Brastemp,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Google AI Mode,Midea,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Google AI Mode,Samsung,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Perplexity,Electrolux,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Perplexity,Consul,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Perplexity,Brastemp,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Perplexity,Midea,,,,0,peca e consumivel,coccao
Coifas com filtro de carvão resolvem bem cozinhas sem duto?,Perplexity,Samsung,,,,0,peca e consumivel,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,All AI Platforms,Electrolux,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,All AI Platforms,Consul,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,All AI Platforms,Brastemp,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,All AI Platforms,Midea,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,All AI Platforms,Samsung,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,ChatGPT,Electrolux,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,ChatGPT,Consul,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,ChatGPT,Brastemp,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,ChatGPT,Midea,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,ChatGPT,Samsung,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Gemini,Electrolux,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Gemini,Consul,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Gemini,Brastemp,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Gemini,Midea,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Gemini,Samsung,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Google AI Mode,Electrolux,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Google AI Mode,Consul,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Google AI Mode,Brastemp,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Google AI Mode,Midea,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Google AI Mode,Samsung,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Perplexity,Electrolux,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Perplexity,Consul,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Perplexity,Brastemp,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Perplexity,Midea,,,,0,receita e preparo,coccao
Coifas com iluminação LED melhoram a experiência de cozinhar?,Perplexity,Samsung,,,,0,receita e preparo,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,All AI Platforms,Electrolux,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,All AI Platforms,Consul,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,All AI Platforms,Brastemp,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,All AI Platforms,Midea,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,All AI Platforms,Samsung,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Perplexity,Electrolux,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Perplexity,Consul,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Perplexity,Brastemp,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Perplexity,Midea,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Perplexity,Samsung,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Gemini,Electrolux,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Gemini,Consul,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Gemini,Brastemp,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Gemini,Midea,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Gemini,Samsung,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Google AI Mode,Electrolux,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Google AI Mode,Consul,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Google AI Mode,Brastemp,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Google AI Mode,Midea,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,Google AI Mode,Samsung,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,ChatGPT,Electrolux,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,ChatGPT,Consul,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,ChatGPT,Brastemp,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,ChatGPT,Midea,,,,0,aquisicao e comparacao,coccao
Coifas de ilha vs. de parede: qual escolher para cada projeto?,ChatGPT,Samsung,,,,0,aquisicao e comparacao,coccao
Como aproveitar frete e instalação em combo para cozinha planejada?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Gemini,Consul,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Gemini,Midea,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Como aproveitar frete e instalação em combo para cozinha planejada?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Gemini,Consul,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Gemini,Midea,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Como avaliar nível de ruído em máquinas de lavar para apartamentos?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
