fonte,topico,texto,llm,familia,categoria,marcas_mencionadas,n_fontes_citadas,relevancia
prompts_topico_eletrolux,eletrolux,Onde comprar filtros Electrolux originais com bom custo-benefício e garantia?,gemini,garantia,sem categoria,5,0,91
prompts_topico_eletrolux,eletrolux,Onde posso encontrar os melhores preços de utensílios de cozinha Electrolux no Brasil?,google_ai_mode,aquisicao e comparacao,sem categoria,5,0,91
prompts_topico_eletrolux,eletrolux,Quais itens costumam compor um carrinho típico de eletroshop e como encontrar frete grátis ou condições especiais para Campos dos Goytacazes?,gemini,nao classificado,sem categoria,5,0,91
prompts_topico_eletrolux,eletrolux,fornos elétricos Electrolux,google_ai_mode,nao classificado,coccao,5,13,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor forma de comparar preços entre lojas de eletrodomésticos e itens elétricos no Brasil?,chatgpt,aquisicao e comparacao,sem categoria,5,18,91
prompts_topico_eletrolux,eletrolux,"Como comparar preços e opções de iluminação entre lojas como Mercado Livre, MercadoShops e Leroy Merlin?",gemini,nao classificado,sem categoria,5,0,91
prompts_topico_eletrolux,eletrolux,Qual é a melhor forma de decidir entre comprar online ou na loja física dessas redes de eletroeletrônicos?,chatgpt,aquisicao e comparacao,sem categoria,4,12,91
prompts_topico_eletrolux,eletrolux,O que significa Triple Protection no ar condicionado Electrolux e vale a pena?,chatgpt,aquisicao e comparacao,ar condicionado,4,12,91
prompts_topico_eletrolux,eletrolux,casas bahia geladeira eletrolux,google_ai_overview,nao classificado,geladeira,4,12,91
prompts_topico_eletrolux,eletrolux,preco geladeira electrolux,google_ai_overview,aquisicao e comparacao,geladeira,4,6,91
prompts_topico_eletrolux,eletrolux,Materiais Elétricos Eletroluz,chatgpt,nao classificado,sem categoria,4,12,91
prompts_topico_eletrolux,eletrolux,Onde encontrar espremedor Electrolux com bom preço e entrega rápida no Brasil?,google_ai_mode,aquisicao e comparacao,sem categoria,4,4,91
prompts_topico_eletrolux,eletrolux,Quais são as melhores opções de purificadores de ar e água da Electrolux para pequenas casas?,chatgpt,aquisicao e comparacao,purificador,4,0,91
prompts_topico_eletrolux,eletrolux,"Quais são os principais produtos da Eletrotintas e onde posso encontrar lojas nas cidades Serra, Cariacica e Vila Velha?",google_ai_mode,nao classificado,sem categoria,4,11,91
prompts_topico_eletrolux,eletrolux,Onde posso comprar purificadores Electrolux com entrega rápida no Brasil e com garantia?,gemini,garantia,purificador,4,0,91
prompts_topico_eletrolux,eletrolux,electrolux pure 4x,google_ai_overview,marca e navegacao,sem categoria,4,10,91
prompts_topico_eletrolux,eletrolux,porta de geladeira electrolux frost free,google_ai_overview,especificacao produto,geladeira,4,10,91
prompts_topico_eletrolux,eletrolux,Qual é a diferença entre as lâmpadas da Empalux e outras lâmpadas comuns no mercado?,chatgpt,aquisicao e comparacao,sem categoria,4,5,91
prompts_topico_eletrolux,eletrolux,loja da electrolux online,google_ai_overview,nao classificado,sem categoria,4,4,91
prompts_topico_eletrolux,eletrolux,Onde comprar transformadores Fiolux com garantia e suporte?,google_ai_mode,garantia,sem categoria,4,5,91
prompts_topico_eletrolux,eletrolux,refil pe12b,google_ai_overview,peca e consumivel,sem categoria,4,11,91
prompts_topico_eletrolux,eletrolux,loja oficial electrolux,google_ai_overview,nao classificado,sem categoria,4,3,91
prompts_topico_eletrolux,eletrolux,Como validar se uma loja da Eletrotintas é confiável e tem boa reputação online?,google_ai_mode,nao classificado,sem categoria,4,8,91
prompts_topico_eletrolux,eletrolux,Como validar se uma loja da Eletrotintas é confiável e tem boa reputação online?,chatgpt,nao classificado,sem categoria,4,26,91
prompts_topico_eletrolux,eletrolux,Onde encontro os materiais elétricos da Lumiluz com os melhores preços no Brasil?,google_ai_mode,aquisicao e comparacao,sem categoria,4,4,91
prompts_topico_eletrolux,eletrolux,maquina de lavar roupa 13kg electrolux,google_ai_overview,especificacao produto,lavanderia,4,5,91
prompts_topico_eletrolux,eletrolux,electrolux telefone curitiba,google_ai_overview,marca e navegacao,sem categoria,4,4,91
prompts_topico_eletrolux,eletrolux,power speed electrolux,google_ai_overview,nao classificado,sem categoria,4,11,91
prompts_topico_eletrolux,eletrolux,utensílios de cozinha Electrolux,google_ai_mode,nao classificado,sem categoria,4,0,91
prompts_topico_eletrolux,eletrolux,Onde comprar filtros Electrolux originais com bom custo-benefício e garantia?,google_ai_mode,garantia,sem categoria,4,0,91
prompts_topico_eletrolux,eletrolux,Onde encontro peças originais Electrolux PE11B/PE11X e como verificar a autenticidade?,gemini,nao classificado,sem categoria,4,0,91
prompts_topico_eletrolux,eletrolux,Vale a pena comprar uma lavadora Electrolux 13kg ou 15kg em promoção hoje?,google_ai_mode,aquisicao e comparacao,lavanderia,4,0,91
prompts_topico_eletrolux,eletrolux,forno electrolux,google_ai_overview,nao classificado,coccao,3,8,91
prompts_topico_eletrolux,eletrolux,Peças Electrolux Peltier,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,Quais são as melhores opções de tinta elétrica para manutenção de painéis e quadros elétricos?,chatgpt,aquisicao e comparacao,sem categoria,3,27,91
prompts_topico_eletrolux,eletrolux,eletroluz pelotas,google_ai_overview,nao classificado,sem categoria,3,7,91
prompts_topico_eletrolux,eletrolux,Eletrohome Brasil,google_ai_mode,nao classificado,sem categoria,3,4,91
prompts_topico_eletrolux,eletrolux,Eletrohome Brasil,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,autorizada electrolux em niterói,google_ai_overview,assistencia e reparo,sem categoria,3,5,91
prompts_topico_eletrolux,eletrolux,Quais são as tendências atuais em iluminação LED para residências e lojas no Brasil?,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,quando a geladeira electrolux,google_ai_overview,nao classificado,geladeira,3,7,91
prompts_topico_eletrolux,eletrolux,Eletroshop Brasil,google_ai_mode,nao classificado,sem categoria,3,4,91
prompts_topico_eletrolux,eletrolux,lampada de geladeira eletrolux,google_ai_overview,peca e consumivel,geladeira,3,7,91
prompts_topico_eletrolux,eletrolux,forno elétrico de 80 litros,google_ai_overview,especificacao produto,coccao,3,11,91
prompts_topico_eletrolux,eletrolux,Quais lojas no Brasil vendem lâmpadas Empalux com frete rápido?,chatgpt,nao classificado,sem categoria,3,14,91
prompts_topico_eletrolux,eletrolux,eletrokasa promoção,google_ai_overview,nao classificado,sem categoria,3,7,91
prompts_topico_eletrolux,eletrolux,electrolux eletrodomésticos,google_ai_overview,marca e navegacao,sem categoria,3,8,91
prompts_topico_eletrolux,eletrolux,Existe diferença entre a Eletrotintas Serra e outras lojas de tintas elétricas no Brasil?,google_ai_mode,aquisicao e comparacao,sem categoria,3,5,91
prompts_topico_eletrolux,eletrolux,"Quais são as diferenças entre os modelos Electrolux OE60M e OE8EW em termos de funções, consumo e preço?",gemini,consumo e eficiencia,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,"Quais são as diferenças entre os modelos Electrolux OE60M e OE8EW em termos de funções, consumo e preço?",google_ai_mode,consumo e eficiencia,sem categoria,3,11,91
prompts_topico_eletrolux,eletrolux,ar condicionado electrolux 12000 inverter,google_ai_overview,especificacao produto,ar condicionado,3,13,91
prompts_topico_eletrolux,eletrolux,assistência técnica electrolux salvador,google_ai_overview,assistencia e reparo,sem categoria,3,9,91
prompts_topico_eletrolux,eletrolux,Onde posso encontrar assistência ou suporte técnico para produtos Foxlux no Brasil?,google_ai_mode,assistencia e reparo,sem categoria,3,3,91
prompts_topico_eletrolux,eletrolux,Onde posso encontrar assistência ou suporte técnico para produtos Foxlux no Brasil?,gemini,assistencia e reparo,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,"Como escolher entre eletrodomésticos de lojas diferentes como Magazine Luiza, Shopee e Mercado Livre para minha casa?",google_ai_mode,aquisicao e comparacao,sem categoria,3,3,91
prompts_topico_eletrolux,eletrolux,"Como escolher entre eletrodomésticos de lojas diferentes como Magazine Luiza, Shopee e Mercado Livre para minha casa?",chatgpt,aquisicao e comparacao,sem categoria,3,4,91
prompts_topico_eletrolux,eletrolux,Quais são os produtos mais populares da Eletrocenter e onde encontrá-los online?,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,Quais são as melhores práticas para escolher materiais elétricos para uma loja como a Eletroluz no Brasil?,gemini,aquisicao e comparacao,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,Onde encontrar espremedor Electrolux com bom preço e entrega rápida no Brasil?,chatgpt,aquisicao e comparacao,sem categoria,3,12,91
prompts_topico_eletrolux,eletrolux,Como escolher entre aspirador de pó vertical Electrolux e aspirador tradicional para carpetes?,chatgpt,aquisicao e comparacao,aspirador,3,14,91
prompts_topico_eletrolux,eletrolux,Ar Condicionado Electrolux,google_ai_mode,nao classificado,ar condicionado,3,18,91
prompts_topico_eletrolux,eletrolux,eletrosol,google_ai_overview,nao classificado,sem categoria,3,4,91
prompts_topico_eletrolux,eletrolux,ar condicionado split electrolux 9000 btus,google_ai_overview,especificacao produto,ar condicionado,3,6,91
prompts_topico_eletrolux,eletrolux,Quais são as melhores lâmpadas da marca Foxlux para iluminação de casa?,google_ai_mode,aquisicao e comparacao,sem categoria,3,13,91
prompts_topico_eletrolux,eletrolux,Pode me dizer qual lâmpada é certa para minha geladeira Electrolux e onde comprar no Brasil?,chatgpt,peca e consumivel,geladeira,3,12,91
prompts_topico_eletrolux,eletrolux,maquina de lavar electrolux essential care,google_ai_overview,especificacao produto,lavanderia,3,10,91
prompts_topico_eletrolux,eletrolux,Lâmpadas Empalux,gemini,nao classificado,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,Forno elétrico Electrolux,gemini,nao classificado,coccao,3,0,91
prompts_topico_eletrolux,eletrolux,Forno elétrico Electrolux,google_ai_mode,nao classificado,coccao,3,27,91
prompts_topico_eletrolux,eletrolux,electrolux blender sport,google_ai_overview,marca e navegacao,sem categoria,3,9,91
prompts_topico_eletrolux,eletrolux,Ar Condicionado Electrolux no Brasil,gemini,nao classificado,ar condicionado,3,1,91
prompts_topico_eletrolux,eletrolux,eletrokasa whatsapp,google_ai_overview,nao classificado,sem categoria,3,6,91
prompts_topico_eletrolux,eletrolux,Foxlux Iluminação pt,gemini,nao classificado,sem categoria,3,4,91
prompts_topico_eletrolux,eletrolux,Qual é a diferença entre as lâmpadas da Empalux e outras lâmpadas comuns no mercado?,gemini,aquisicao e comparacao,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,"Quais fatores considerar ao comprar eletrodomésticos pela internet no Brasil (preço, garantia, suporte)?",gemini,garantia,sem categoria,3,0,91
prompts_topico_eletrolux,eletrolux,mec41,google_ai_overview,nao classificado,sem categoria,3,8,91
prompts_topico_eletrolux,eletrolux,Quais são os melhores liquidificadores Electrolux de 1200W para uso diário e para fazer smoothies?,chatgpt,aquisicao e comparacao,sem categoria,3,12,91
prompts_topico_eletrolux,eletrolux,Quais utensílios de cozinha da Electrolux você recomendaria para montar um conjunto completo?,chatgpt,instalacao,sem categoria,3,12,91
prompts_topico_eletrolux,eletrolux,Quais são as vantagens do ar condicionado Electrolux Color Adapt em relação aos modelos tradicionais?,chatgpt,nao classificado,ar condicionado,3,12,91
prompts_topico_eletrolux,eletrolux,Quais são as vantagens do ar condicionado Electrolux Color Adapt em relação aos modelos tradicionais?,google_ai_mode,nao classificado,ar condicionado,3,3,91
prompts_topico_eletrolux,eletrolux,Onde posso encontrar torradeiras Electrolux com melhor preço no Brasil e com garantia?,chatgpt,garantia,sem categoria,3,11,91
prompts_topico_eletrolux,eletrolux,ar eletrolux,google_ai_overview,nao classificado,sem categoria,3,5,91
prompts_topico_eletrolux,eletrolux,forno de 80 l,google_ai_overview,nao classificado,coccao,3,4,91
prompts_topico_eletrolux,eletrolux,"Como verificar a reputação e confiabilidade de lojas de eletrodomésticos com domínio .com.br, como as da lista?",google_ai_mode,nao classificado,sem categoria,3,10,91
prompts_topico_eletrolux,eletrolux,"Como verificar a reputação e confiabilidade de lojas de eletrodomésticos com domínio .com.br, como as da lista?",chatgpt,nao classificado,sem categoria,3,12,91
prompts_topico_eletrolux,eletrolux,geladeira electrolux,google_ai_overview,nao classificado,geladeira,3,13,91
prompts_topico_eletrolux,eletrolux,Onde posso comprar chaleira elétrica Electrolux com preço bom no Brasil?,chatgpt,aquisicao e comparacao,sem categoria,3,5,91
prompts_topico_eletrolux,eletrolux,máquina lavar electrolux,google_ai_overview,nao classificado,sem categoria,3,5,91
prompts_topico_eletrolux,eletrolux,maquina de lavar roupa electrolux essencial care,google_ai_overview,especificacao produto,lavanderia,3,10,91
prompts_topico_eletrolux,eletrolux,fotos geladeira electrolux,google_ai_overview,nao classificado,geladeira,3,3,91
prompts_topico_eletrolux,eletrolux,aspirador de pó electrolux stk14,google_ai_overview,nao classificado,aspirador,3,10,91
prompts_topico_eletrolux,eletrolux,onde comprar lampada para geladeira electrolux,google_ai_overview,peca e consumivel,geladeira,3,10,91
prompts_topico_eletrolux,eletrolux,electrolux climatizador quente e frio,google_ai_overview,nao classificado,ar condicionado,3,5,91
prompts_topico_eletrolux,eletrolux,Você pode comparar as diferenças entre a linha Pro Series e a linha Home Pro da Electrolux em termos de recursos e consumo?,google_ai_mode,consumo e eficiencia,sem categoria,3,17,91
prompts_topico_eletrolux,eletrolux,Quais itens costumam compor um carrinho típico de eletroshop e como encontrar frete grátis ou condições especiais para Campos dos Goytacazes?,google_ai_mode,nao classificado,sem categoria,3,3,91
prompts_topico_eletrolux,eletrolux,máquina de lavar 13kg electrolux essential care com cesto inox,google_ai_overview,especificacao produto,lavanderia,3,7,91
prompts_topico_eletrolux,eletrolux,loja virtual electrolux,google_ai_overview,nao classificado,sem categoria,3,6,91
prompts_topico_eletrolux,eletrolux,"Como comparar preços e opções de iluminação entre lojas como Mercado Livre, MercadoShops e Leroy Merlin?",chatgpt,nao classificado,sem categoria,3,12,91
prompts_topico_eletrolux,eletrolux,panela eletrica pressao electrolux,google_ai_overview,nao classificado,sem categoria,2,12,91
prompts_topico_eletrolux,eletrolux,Peças Electrolux Peltier,google_ai_mode,nao classificado,sem categoria,2,5,91
prompts_topico_eletrolux,eletrolux,geladeiras electrolux,google_ai_overview,nao classificado,geladeira,2,16,91
prompts_topico_eletrolux,eletrolux,aspirador de pó vertical 1450w,google_ai_overview,nao classificado,aspirador,2,9,91
prompts_topico_eletrolux,eletrolux,Transformadores Fiolux,google_ai_mode,nao classificado,sem categoria,2,7,91
